19:38; -> Umidade -> Amostra : 1,79.80
19:38; -> Umidade -> Amostra : 2,79.80
19:38; -> Umidade -> Amostra : 3,79.70
19:38; -> Umidade -> Amostra : 4,79.70
19:38; -> Umidade -> Amostra : 5,79.60
19:38; -> Umidade -> Amostra : 6,79.60
19:38; -> Umidade -> Amostra : 7,79.50
19:38; -> Umidade -> Amostra : 8,79.50
19:38; -> Umidade -> Amostra : 9,79.40
19:38; -> Umidade -> Amostra : 10,79.40
19:38; -> Umidade -> Amostra : 11,79.40
19:38; -> Umidade -> Amostra : 12,79.40
19:38; -> Umidade -> Amostra : 13,84.20
19:38; -> Umidade -> Amostra : 14,84.20
19:38; -> Umidade -> Amostra : 15,89.60
19:38; -> Umidade -> Amostra : 16,89.60
19:38; -> Umidade -> Amostra : 17,93.00
19:38; -> Umidade -> Amostra : 18,93.00
19:38; -> Umidade -> Amostra : 19,95.10
19:38; -> Umidade -> Amostra : 20,95.10
19:38; -> Umidade -> Amostra : 21,96.60
19:38; -> Umidade -> Amostra : 22,96.60
19:38; -> Umidade -> Amostra : 23,97.60
19:38; -> Umidade -> Amostra : 24,97.60
19:38; -> Umidade -> Amostra : 25,98.20
19:38; -> Umidade -> Amostra : 26,98.20
19:38; -> Umidade -> Amostra : 27,99.10
19:38; -> Umidade -> Amostra : 28,99.10
19:38; -> Umidade -> Amostra : 29,99.90
19:38; -> Umidade -> Amostra : 30,99.90
19:38; -> Umidade -> Amostra : 31,99.90
19:38; -> Umidade -> Amostra : 32,99.90
19:38; -> Umidade -> Amostra : 33,99.90
19:38; -> Umidade -> Amostra : 34,99.90
19:38; -> Umidade -> Amostra : 35,99.90
19:38; -> Umidade -> Amostra : 36,99.90
19:38; -> Umidade -> Amostra : 37,97.30
19:38; -> Umidade -> Amostra : 38,97.30
19:38; -> Umidade -> Amostra : 39,94.90
19:38; -> Umidade -> Amostra : 40,94.90
19:38; -> Umidade -> Amostra : 41,93.10
19:38; -> Umidade -> Amostra : 42,93.10
19:38; -> Umidade -> Amostra : 43,91.30
19:38; -> Umidade -> Amostra : 44,91.30
19:38; -> Umidade -> Amostra : 45,89.40
19:38; -> Umidade -> Amostra : 46,89.40
19:38; -> Umidade -> Amostra : 47,86.60
19:38; -> Umidade -> Amostra : 48,86.60
19:38; -> Umidade -> Amostra : 49,84.50
19:38; -> Umidade -> Amostra : 50,84.50
19:38; -> Umidade -> Amostra : 51,82.80
